fold_num,series_number,timestamp,target,sample0,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50,sample51,sample52,sample53,sample54,sample55,sample56,sample57,sample58,sample59,sample60,sample61,sample62,sample63,sample64,sample65,sample66,sample67,sample68,sample69,sample70,sample71,sample72,sample73,sample74,sample75,sample76,sample77,sample78,sample79,sample80,sample81,sample82,sample83,sample84,sample85,sample86,sample87,sample88,sample89,sample90,sample91,sample92,sample93,sample94,sample95,sample96,sample97,sample98,sample99
1,16,2000-07-27 00:00:00,-0.78153735,-0.86050177,1.6190091,0.55226403,-2.4659157,0.6445007,-2.2247083,-0.37084976,-0.64591503,0.22676344,1.0252775,-1.3782691,1.7026104,0.769989,0.1838468,2.5560946,-1.0759676,-1.5539137,-0.5482683,0.4426981,-0.51300734,-5.079947,-1.4754881,2.079326,1.163391,1.0324886,0.17479368,-2.3548987,-0.32353267,-0.3524026,-0.08265197,0.7650521,0.78850883,-1.0379835,-3.2595167,-0.30626833,-0.01585014,-1.8092537,1.2872419,0.39140174,-0.12290108,1.0903614,-0.6077453,0.12328776,-0.7988193,-0.3752411,0.3449195,-0.12727174,0.3884125,-2.367033,-0.04800347,-0.41657528,0.4687731,-0.5010107,0.3328128,0.058295496,-1.3013403,3.5317438,0.967148,2.2812917,-1.0054253,-0.2112798,-1.5518571,0.18980183,1.1793157,0.22839093,-0.3921255,-2.0400124,0.119778164,-0.28188917,-0.13360724,0.73580885,1.1459118,1.6800627,0.8081864,-1.4758145,0.908543,1.2771523,-0.91538495,0.4932053,-4.1874723,0.071297705,0.26544422,0.40577245,-1.3789114,-0.08389392,-0.23018725,0.284241,-5.5837636,1.5310038,-0.76992935,0.49720052,1.4801034,1.2578377,3.992445,-1.3180766,-0.5403904,-0.8341501,-0.87911165,-0.104963854,-0.2537713
1,16,2000-07-27 01:00:00,1.6643502,-2.5458014,0.026128907,-0.3337253,1.4819082,-0.3821593,0.25120667,3.8796577,1.1507251,0.67752105,-0.5798458,-1.3245285,3.307413,0.32869986,7.8222246,0.5611341,-4.4481916,0.19113483,-1.9658027,0.6349018,-0.39923817,-2.1973107,-2.3984668,0.3062984,-0.007532229,0.21154761,-1.6973373,0.54621816,-0.16188864,1.5965303,0.07201309,-1.1468766,-0.6661858,0.35558605,0.4103958,0.93480915,-0.49397442,0.34816435,0.85945,1.7029252,-0.21670906,-0.7342109,-0.012597315,-0.12286283,-0.2694765,-2.9536705,0.89530176,0.5669761,-0.0048381304,-2.4108524,-1.4150971,0.38077334,0.58335215,-0.2920154,0.43077368,5.067749,-0.692135,-1.2299063,1.0347248,-1.3470877,-0.12162664,-0.22899781,-1.99839,-1.5166886,0.6375816,-2.0039227,1.862979,-2.7338717,-1.2584342,-1.4500631,-0.74163276,-2.7310276,0.9378458,0.69232255,1.4665965,1.5502805,-7.4510407,-0.5742565,0.3502498,1.0112796,-0.53480077,-1.493833,-1.0989321,-0.44173625,-4.446172,1.133471,0.7585215,0.23136373,-0.6401713,-0.5657313,-0.62378776,0.6026882,-1.782985,-0.59851354,-0.005715851,-0.83590394,-1.4256696,-0.5897082,-0.853653,1.248233,0.22232874
1,16,2000-07-27 02:00:00,-0.30186015,-0.91709346,0.48504278,-2.3935802,0.9766583,-0.38296747,0.34162268,-1.7243142,0.64504904,2.8561409,1.7018524,2.267864,1.2738407,2.9847434,0.465906,-0.036249474,-0.036377273,0.8956991,1.3842229,2.1912322,4.947446,1.8710821,0.12479602,0.042267043,-0.47146505,-1.0916305,-1.2311629,3.040277,-1.0840086,0.42785466,0.17660649,0.27566817,1.042797,-0.026373642,0.8074995,1.0116148,2.4741783,-0.60864794,1.3953248,0.14695357,0.5656413,-0.7981752,-0.9128912,-1.139253,-1.0424192,0.24993613,0.67026883,0.9234358,0.19869891,1.9522377,0.74721354,0.9715647,1.074787,1.1954013,-1.1379073,0.5901506,0.5879741,-1.3714471,-1.6492134,0.11705853,0.11716064,-1.7005162,-0.24273957,-0.93253,-0.11210521,2.2672057,-3.2026422,-1.4741788,0.15410046,-0.7964416,2.218794,-0.7825828,0.05880537,-1.4856033,0.28228468,-0.39578357,1.3183414,-1.8132542,0.38947982,-4.2655525,1.1572549,0.17268123,0.38742727,-0.38762575,0.39026666,-1.4765606,0.78281116,-0.03206252,-2.4095733,0.44077376,-0.84630233,0.18245997,0.21376647,-0.65981174,-4.9960704,1.1837159,0.3546539,0.7433579,-0.46847025,0.8466152,-5.5253277
1,16,2000-07-27 03:00:00,-0.6841435,1.6630359,4.028222,-0.6998554,-0.27228653,0.5632777,-0.71022385,2.0482047,-0.52038485,-1.3474752,0.1501716,2.2360299,-1.6223847,0.81128424,1.8908131,-1.0719593,-0.744306,-1.290688,-1.1048216,-3.3672874,-2.3214238,0.6543655,-0.8828041,0.85048485,-1.5241137,0.19475202,0.15371269,0.64535487,-0.16953209,11.509844,0.5571998,-0.7201195,0.7453228,0.37260476,0.5298603,0.24161437,-1.1142688,-1.160948,0.43644765,0.098401316,1.211536,1.0182902,-1.2667698,-2.4347963,2.1287317,2.5680335,0.862666,-2.3977425,2.9100132,-1.6590738,3.4941015,2.908345,-0.8203163,0.99896806,0.31182688,0.5980363,-0.91025054,-0.93030965,-0.07449677,0.8097326,-1.144681,-3.8499541,0.47482765,0.39322728,1.5910245,0.47782004,0.16238911,-0.4785772,-0.12203106,-1.1944964,3.4723747,-1.3348216,-0.35562253,2.194664,0.13801154,0.8212244,5.3164225,-1.1425444,-0.05208626,-1.4508942,0.07578403,-1.0204499,-0.35893586,0.875814,0.86613476,-0.72726053,1.1106704,-0.6896575,0.9329293,0.3864364,1.117144,2.4456,1.2449359,0.6894147,0.5329348,-1.2643927,0.34299538,1.3543383,2.9312277,-0.9409979,1.2383242
1,16,2000-07-27 04:00:00,0.9684949,-1.0532062,2.0306954,0.2634346,3.2745533,0.8499929,-1.5192387,-0.240784,-1.0589592,-1.2424371,-1.9332614,1.0042694,0.7943819,1.0202427,0.5359186,-1.079091,-0.4750666,-0.4342537,2.079122,3.3216603,0.70909685,-0.451538,2.1655288,1.6579733,-0.040092345,-1.7457827,-3.0921435,-0.50651,0.6252191,1.2472425,-1.697423,2.3088727,-1.9639095,0.4568096,-0.3991984,1.4824599,0.31316033,-0.5931999,0.26788962,-1.2396504,0.6900676,-2.3255293,0.33184314,-0.22554477,0.60294515,0.15966322,0.96096456,-0.31139955,0.44775617,-0.7052791,-0.13622233,-1.1681561,2.3901668,3.1401098,-2.231006,-0.65153927,-1.7660179,-2.3098123,-4.540387,0.6609302,-0.63421047,1.7962434,0.07301663,-1.6488453,-1.648064,2.1795177,-0.7593301,2.3356164,-0.05837578,-0.41833526,-0.7942718,-0.40679714,2.2081084,-0.12689944,-1.639307,-0.9220217,0.10657602,0.5110226,-0.47330207,0.46518603,-0.25694212,-2.3808022,-0.31034833,-2.3615832,0.6703999,0.3858545,0.46017915,0.20483284,-0.3928059,-0.0079642385,0.5099415,0.51549447,1.6793287,-2.8479462,-0.13963334,-1.093581,-0.054389678,1.0004194,0.35497257,-1.08698,2.4150982
1,16,2000-07-27 05:00:00,-0.13819128,1.0368863,-0.4274493,2.080988,-3.7622838,1.0978832,0.4118361,-1.854483,4.1058545,0.779072,0.79465246,0.27290344,0.42148855,0.7583885,1.0303781,-0.8403691,0.64562696,-0.9854269,0.24459478,0.90315527,1.5982686,1.8831605,-0.15419863,1.4923599,0.051835217,0.013697041,5.4568896,-5.684794,0.49908248,0.3069642,0.6439072,-0.6906542,-0.3112599,4.578876,-0.13723372,-0.5269555,-2.8197427,-0.46234876,-2.6843095,-0.014120904,0.16927694,5.3693676,1.4907967,0.4343308,-0.7151844,-0.11772967,1.3753219,1.6790352,-2.3898692,1.4577312,-1.2358109,-0.2678494,-0.2558121,2.4023702,-0.17699973,-0.48533532,1.696921,-1.640945,0.31503266,0.44961864,-0.24472447,-1.5891312,2.2376547,-0.38022876,-1.9218463,0.047036782,1.1222799,0.7104696,1.4689348,-0.5094051,0.58032036,-0.36199245,-0.2519529,-0.47066706,0.14075032,1.1867975,-0.75847876,3.9399462,-0.10574246,0.5072122,0.6280613,0.27868077,0.266284,0.018453075,-2.383599,3.497401,-1.1503216,1.3233778,-0.35178986,0.97560287,-2.8464913,0.32415637,0.7627517,0.3332643,3.2320178,0.43544668,2.088254,-2.2058425,-1.6234277,-1.5831563,-0.436516
1,16,2000-07-27 06:00:00,-0.24617028,-0.29920334,-0.4823163,-0.22981858,-1.0843277,-0.7682081,-1.425382,-1.1052809,0.27565333,-0.50599813,0.21776827,0.9455501,-7.000367,1.6373574,0.3647501,3.517356,-1.9258578,-1.9526392,0.7694544,-0.23870315,-2.8577487,-3.27804,-0.25944647,-1.1279737,-0.19725713,0.6684103,-1.529413,-0.57035255,0.46572307,-1.4120599,2.0846407,-2.6305165,0.21421085,-1.9141673,0.21632762,0.3617723,0.7145871,-0.7501504,-1.1521398,0.47709474,0.41297412,0.895939,0.5926094,-2.8387225,1.0820565,1.8988885,1.7010307,0.22986087,-1.6192305,-1.2028971,0.6730564,-0.7537428,-2.3382533,-0.4181135,0.1812471,-1.1984922,2.8484259,1.1221089,-0.13777335,1.2812932,-0.46484533,-0.5096052,-0.5803421,1.5244154,0.0437911,-0.23363858,0.24409045,0.4255445,0.22175108,1.8330319,1.8022105,0.08466665,-0.13957976,0.40649277,-1.235708,2.4210217,-0.7974045,1.2530049,2.8284976,-1.2795359,-2.9296076,2.7955604,-2.0706708,1.3530294,1.4160637,0.935958,0.43086025,-0.7584936,0.8201546,0.3834074,0.13698094,-0.86784357,3.3308272,0.36755827,0.17081209,-0.7927756,0.25745964,-0.37795377,0.5802215,0.8253769,-0.077027716
1,16,2000-07-27 07:00:00,-0.4709438,-0.070501104,-1.2661812,0.39263308,-1.8688035,1.261687,-1.5763063,0.44162998,-0.41117045,-2.166415,-0.13658272,0.27438524,0.6201107,-0.35076517,1.4299141,-2.5078716,-0.17072318,-1.1962538,0.3160656,-2.5814874,0.24813743,-0.19522779,-2.714576,-0.8197109,1.8623928,1.7693619,0.58485675,1.6010337,1.206326,0.8860108,1.9025317,-2.30481,-1.6011549,0.063960835,0.76926225,0.9793705,-0.20578098,-0.8726014,0.5900484,2.2483125,-0.32940972,0.003758696,-0.4547401,0.28324667,-0.2389314,-0.364329,0.5311022,-0.26511607,1.6338555,0.6253487,-0.009767087,-0.09200319,-0.20968497,0.75566053,-0.42767516,-0.0631402,-1.9486134,2.3039122,-0.5953979,0.3091852,0.2426135,-0.7788176,0.7555293,0.0031673787,-0.30603012,0.6820342,-2.2997417,1.1339169,1.5857183,-0.43985483,0.56857,0.71248144,1.4174286,0.02318508,0.3955918,0.1539751,4.885978,-1.5438862,-0.39745685,1.655495,-0.87215847,0.746361,0.70026994,-0.8538741,0.35883054,-1.30519,0.15920259,-0.264999,0.72965646,-0.4035185,-0.33493498,1.3661394,0.8129963,0.89940786,0.7014814,-1.9537956,0.1653627,0.97829694,2.719866,-0.45178947,0.15032439
1,17,2000-07-26 22:00:00,0.7274391,-2.5417566,-1.2740196,-0.16666496,0.9197418,0.7145407,0.43309742,-0.25247094,0.020002471,-0.35581404,1.4251103,-1.0395,0.3959312,0.57433474,-1.1019953,-0.26635423,-0.14158686,-0.9359072,0.18339726,1.873962,-0.50996226,-0.03291697,0.2204245,-0.21120931,-1.1344147,0.1591321,1.9358988,0.68974876,-0.060114563,2.4881823,-0.87480783,0.32451943,0.981721,-0.67145437,-0.89862585,0.25103205,-0.39457086,-0.2901585,0.08756396,0.09131315,0.655222,-0.28778458,-0.30101216,0.7632524,-0.1811602,-0.12757519,1.1374843,-0.2894377,0.66551566,0.07196138,-0.3728034,1.479129,0.064591244,0.0006958432,-0.8815305,-0.05619976,0.6108964,-5.6360564,-0.7419121,-1.324195,1.9388928,0.5067896,0.18350448,0.4491997,1.0136627,0.45460907,0.67605865,0.5524574,-0.17020947,0.71810645,-0.22328192,-0.25094157,0.5626536,0.25776008,0.19639708,0.7001972,-0.24673615,-0.11133056,-0.90122306,0.4670202,0.8617249,-0.4246326,0.7404315,-0.08918965,0.58685136,-0.46138236,0.03461034,-0.5647304,-0.31262064,-0.3042641,0.88079196,0.2295363,0.42521322,0.22737446,-1.2346797,-0.5412563,0.2174357,0.57227117,2.1579115,0.30688342,0.16925645
1,17,2000-07-26 23:00:00,0.29194048,-0.19663922,-0.024588436,0.777237,-0.7688429,1.6298238,-0.36921266,0.765059,-0.71742,0.6468415,0.39183396,-2.3216648,0.17443764,-0.9366561,0.50864214,-0.41550907,1.0426918,0.024822898,-2.974606,1.757893,-0.34547788,0.49457833,-0.41302308,-0.10759043,0.45542246,0.4292384,0.15840952,-0.4802445,0.12437085,0.38657555,-0.5477102,0.36402062,0.18544301,-0.12946689,0.53560644,-0.36053252,-0.13769233,-0.5138715,1.193358,0.6612832,-0.316433,1.0298128,0.2665515,-0.029946255,0.9213342,0.2924501,0.14885297,-1.7778329,0.44451892,-1.0747885,-0.72354233,1.2446058,0.6881032,-0.61562407,0.12567428,1.3039438,-0.0014459525,0.67844564,0.565554,-0.30489948,0.45132187,-0.7686809,0.3139344,0.6297082,-0.3276012,-0.8031782,0.23890905,-1.3422862,0.54138833,-0.922194,-0.63970834,0.07232769,-1.8643558,0.7550758,-0.123203106,0.42926997,0.045567423,1.0896101,0.66414815,0.5344638,-0.35003725,0.99624187,0.17100027,-0.7616011,-0.35924646,1.771298,-1.1806649,-0.8333494,1.1661483,0.17207547,-0.58334357,-0.41620085,1.3109897,-0.15596385,0.15183793,-0.39724314,-0.10414129,0.6875256,-0.3293341,0.52155983,-0.4955174
1,17,2000-07-27 00:00:00,-1.0336058,2.7478929,1.1918869,1.0404009,0.19490552,3.5776186,0.07630526,0.21832243,-1.0910151,-0.23290414,0.12867497,0.036036637,0.24984497,0.71586806,0.6371932,1.0637877,0.24958785,0.44639626,-1.4341892,-2.1802843,0.32228655,0.36225107,-0.39371088,1.042992,0.45293596,1.3893093,-0.35064587,1.1744554,-0.41875556,0.627279,0.5094088,1.4841391,-0.14112228,0.4854121,1.0353903,0.23158792,-2.14797,0.6552187,-2.6230955,1.6432804,0.062353812,0.47618192,-0.019331912,0.68528956,-0.099343255,-0.10540549,0.37493917,-0.6226603,0.65102375,0.7904323,0.20045891,0.31981593,-0.12786543,0.5965798,2.0898106,0.017593995,-0.14630097,0.051397823,0.32742578,-0.06310728,0.6626188,0.7109106,-3.3079247,-0.7191101,0.15166749,-0.33581066,0.61378425,-3.3546689,-0.031243704,-0.16504759,-0.31996486,0.46755207,1.1172296,0.34351432,0.19185354,-0.18753144,0.43867496,2.5955946,0.8019441,0.35460046,0.051693395,2.8489728,-0.6394691,0.44302472,0.4946508,-0.23398718,0.66129297,0.29633135,0.85439545,1.6351773,-0.41960633,-0.11790957,-2.3466277,0.99641335,-2.02418,0.26869255,-0.4675264,-3.8148854,-1.0345312,0.09056397,-0.76687866
1,17,2000-07-27 01:00:00,0.8460491,0.5644925,-2.2797678,-0.25648925,-0.7363711,0.0059762113,-0.6604228,-0.22390741,0.3388316,2.373292,-1.1407113,-0.31641898,0.22316402,-0.36794278,-0.9434761,-0.5317877,-0.40206227,-0.040431403,0.6717693,-0.18302104,-1.5123942,-0.16183951,-1.0412881,-2.6358235,-0.09601292,-2.3874924,1.3029749,0.8401805,0.3007568,-1.0841452,2.6312375,-1.6945064,-0.10918977,0.41337258,-1.706809,-0.13285343,1.0231518,0.043524016,0.7623109,-0.3204619,0.7153607,-0.82213813,-0.3041881,1.0147578,-0.07068556,0.14048447,0.7257781,1.383189,-0.030926146,-0.030317737,0.77790886,-0.59834176,-0.271142,-0.58305347,-0.012632312,-0.8437111,-0.2213754,-0.5952025,0.09647433,0.6180322,0.4083129,-0.79818904,-0.6874155,0.54400253,-0.5173751,-0.5446195,0.12146224,0.6017842,-0.6979416,1.2955395,-0.77232605,-0.6586396,1.4705385,-0.38966778,0.27113447,0.7891081,0.19843501,-0.23675208,-0.23877615,-0.2387787,-0.034615375,0.0075655463,0.51412624,-0.4120692,4.2495246,-2.3024702,-0.12701811,-0.4417803,0.09141388,-0.12675524,-0.15380362,0.19177492,0.7362523,0.55839795,0.16019277,-0.8783718,0.60597634,0.18090653,0.9220544,-0.85218924,0.84776026
1,17,2000-07-27 02:00:00,-0.31091377,-0.286507,0.006983625,-0.34049386,-0.20450401,-0.2238093,-0.093072236,-0.2483283,-0.2966147,-0.17320797,1.0036781,0.18271355,-0.12456454,-1.5475298,-1.1348654,0.16265973,0.11376001,0.21844059,0.4888328,-0.081389934,0.40358633,0.42947206,-0.46249342,0.4278862,-0.049274486,-0.53341407,1.2833068,-0.11582868,0.6410046,-0.24981663,-0.005727796,-0.26436096,0.0380879,0.3032531,-0.5132697,1.0653429,0.28855,0.56419164,0.6986544,-0.3081857,-0.92257655,-0.13350026,-0.6628405,0.5192079,-0.5663375,-0.37254438,-0.24641377,1.9612197,0.29607102,-0.82008886,0.7042794,-1.3282678,-0.09117379,0.49736273,0.8032519,0.91072154,0.677013,-0.80210084,-0.92400163,0.028708488,1.7353988,0.5721336,-1.754021,0.21485391,-0.4752394,0.47760198,0.08250618,-0.9475429,0.68357515,-0.006848311,-1.1486164,1.6404443,-0.2056561,0.10976149,-0.7570803,-0.08158159,0.38955688,0.84955,0.471286,-0.11036211,0.9316127,-0.9010914,0.1621701,-0.49413094,0.5132515,0.3619629,0.007135489,0.7507805,-2.4634926,0.2827045,-0.51589084,0.14748615,-0.67292726,-0.30150086,1.3663636,0.47446385,1.301774,-0.2536015,1.4816501,-0.75587577,0.13491347
1,17,2000-07-27 03:00:00,-0.33576038,-0.21260406,-0.10582828,-0.122605905,0.50451916,-0.33987904,0.9232627,-0.57960594,-0.70410174,-1.0121205,0.35101166,-0.3757048,1.9057806,-0.61858124,-1.0269133,0.4103005,-0.1858599,0.21008655,-0.27209604,0.23840013,-0.70127606,0.5247543,-0.9082681,0.07081254,0.30676505,-0.14003995,0.6229224,0.21842477,0.14121577,0.46524653,0.2876719,-4.377903,0.2922634,0.07732273,-0.55855167,0.43549612,-0.11398951,0.5181979,-0.6797332,-0.32147542,1.0469954,0.3015838,2.1389358,0.100679226,1.4509158,0.5872283,-0.3730651,-0.21845706,1.1765684,-0.7121011,-0.10881781,0.5819781,-1.2853808,-0.11863127,-0.051212072,1.6379634,0.07346341,-0.10377338,0.37569126,-0.75874734,0.4118841,0.6039685,1.4947631,0.06063439,-1.3489163,0.28162616,-0.08945477,-0.0810556,-0.8461685,1.8764892,-0.04814203,-0.16163407,-0.45177063,-0.33278927,-0.6091555,-2.1287737,-0.7913114,0.63100636,-0.06888274,0.0033290507,0.18128656,0.77441496,0.5999268,-0.72083545,-0.44853178,1.092582,-0.13533938,-3.7219205,-2.3386447,0.44230673,0.31209323,0.09420557,-0.26939237,0.2748117,-0.36921152,0.71982133,2.1925757,1.3483287,-1.1781985,-3.578958,1.6046374
1,17,2000-07-27 04:00:00,-0.8587492,1.5291078,-0.42230347,0.3295298,0.38164872,-0.74209785,-0.83185357,1.1772388,1.889768,-0.7782987,-0.7362622,-0.7317369,0.29349327,-0.3137845,-0.91254437,0.037407774,0.10680991,0.30118373,-0.11605417,0.21907184,-0.5714108,2.0518303,0.9543198,-0.020273024,0.03641608,0.018146245,-0.33050165,0.27422202,1.2060792,0.120124534,-0.31298175,1.9331468,0.08548624,0.90840375,-0.20451346,0.09073619,-0.408242,-0.71017617,0.12222943,-0.059824537,-1.842908,-0.47273162,-1.0431684,-0.2145922,1.2103636,-1.26783,0.4965132,0.63601685,0.37445307,-0.87781453,-0.4821053,-1.0611746,-0.38072154,-0.6177288,0.14889891,0.95441455,0.88635886,-0.25148213,0.6636982,0.47156602,0.33777744,-0.86587155,-0.11330765,-0.9744144,0.059673592,0.686586,0.55522066,0.12294136,0.13420899,-0.22654417,-0.66308695,-0.20302868,0.4826479,-0.13524048,0.096925184,0.017617332,0.1408597,-0.81563675,0.62522846,-0.20704758,-0.28826302,1.9959377,0.27112037,-0.044301424,-1.475634,-0.11520111,0.20861642,1.8103061,-0.99719334,2.0199335,0.31503937,1.2096466,0.3014047,0.061638206,-0.08860333,0.16618532,0.35568166,0.20445019,0.852111,1.368781,0.5139641
1,17,2000-07-27 05:00:00,1.7425377,-0.27929804,-0.4417713,-0.08138576,0.7055458,-0.5169056,-0.4052671,0.9992572,-0.036085684,0.14755838,-0.46541208,0.7965081,-0.037869014,-0.41916406,0.48324206,0.37816575,1.357668,-1.3809334,-0.49511823,1.2253578,-0.14138715,-0.08995337,-0.3299974,0.09034777,0.7202459,0.19731055,-0.5262121,0.4519765,-0.7263408,0.39449826,1.5221858,-0.3545859,0.2287784,-0.24153435,-0.11335851,0.8224055,-0.03625311,0.41268948,0.21364656,0.9902126,-0.67703384,0.25002638,-0.4547177,0.4469856,-0.8859974,-0.087955296,0.6530713,0.065462045,0.35492778,-0.39849284,-0.079233676,-0.3123921,-0.17358889,-1.3273563,-0.11972708,-0.41841558,0.6564449,1.2842885,0.6687626,-0.23487455,0.55080897,-0.093535185,0.51039606,-0.4901332,0.018560354,-0.024097284,-0.46200323,1.0974969,-0.22269964,0.96697223,-0.11029016,0.7007293,-0.5617807,0.244556,0.57047665,-0.5305896,-0.04691631,0.8405239,1.4037992,-0.41749212,-0.71324104,0.18232849,0.25790384,-0.18160105,-0.0004810424,-0.5908715,0.23809505,-0.31744272,-0.012937492,0.27572167,-0.44023347,0.7076307,-0.284696,-0.14204313,-0.10658875,-0.13771509,-0.115283184,0.32948667,0.28274763,-1.5859451,2.9068143
1,17,2000-07-27 06:00:00,-1.3162762,-0.32408115,-1.2263489,-0.06137435,0.20059045,0.3654776,0.60217464,-0.5630398,-0.728071,-0.7237551,-0.012891138,0.79513294,-0.7754004,0.3861017,1.232544,-0.46609923,0.4422182,0.3120302,0.34856415,0.18976046,-0.44267535,0.013956074,0.07904235,0.64635915,0.115313545,-0.11305728,-0.34831494,0.24894734,-0.09739307,-0.00469978,0.6422967,-0.18670063,-0.8279783,0.40080813,0.6380594,0.19815876,0.84097934,7.7027125,0.90142375,1.1454468,0.5470343,0.17351675,0.32527363,0.8443293,0.5740491,-0.16922076,0.59421945,0.45129496,-0.20991467,-0.563766,-2.6773922,0.30208784,1.8595805,-0.44448105,0.23560427,0.867065,0.7286393,1.1377106,-0.4863601,-0.16962963,0.6535279,1.4069812,0.10677977,0.7257018,0.24767935,0.04604504,-0.48870865,-0.16055661,-1.6358638,-1.6705025,0.47792792,1.3702384,-22.111336,-0.06341853,-0.18615517,-0.4625505,0.205298,0.31426623,0.4016107,1.478761,-0.33505908,-0.31616253,-0.49441496,0.5987926,-0.0954309,-0.40909645,0.41355848,-2.0657506,-1.2323023,0.49790946,0.05880039,-0.79924107,0.30326593,-0.103809014,-0.91886866,1.0147134,-2.7970784,0.64102,-0.22575308,-3.9402726,-0.11835531
1,17,2000-07-27 07:00:00,0.13656603,1.4191364,-0.24539909,-0.84803545,0.47303373,1.9629353,-0.4162691,-0.25585267,-0.20786119,0.33457854,0.5163943,-0.49812448,0.52066225,0.55721635,0.29058334,0.017911589,1.7356323,0.6999933,0.93534714,1.6179769,-0.0041595832,0.13055395,0.06206927,2.2410588,-0.25271598,0.028948538,0.5412919,-0.4807586,0.86751777,0.93380964,-0.37881547,0.82874316,-0.60068417,0.810631,-0.104666,0.26336005,0.4031001,0.46651337,-0.060936358,0.38505006,-1.1545128,0.09073253,0.5282487,0.0645598,0.32141382,0.4265891,-0.109292425,0.10548065,-0.70028174,-0.3678273,0.36409968,-0.32342514,-0.38362473,-0.24588649,0.21743982,0.056486797,-0.08152568,-0.11445165,0.60336334,1.0586431,-1.283206,0.04699041,-0.25179046,0.41937995,-0.38575158,0.06678513,-0.39774278,0.54264885,-0.2805043,-0.68966913,0.3900282,0.8229317,-2.3756502,-0.9998449,-0.7085013,-0.120067224,0.78760004,-1.0538136,-0.8705582,0.12289621,-0.97757035,1.2343243,-0.694795,0.19565827,-0.40797308,-0.05455092,0.56928617,-0.1002453,-0.07252611,0.018128773,0.46956056,-0.580746,-0.30114138,-0.65238416,-0.47981122,-0.4003958,0.063237734,1.4820968,-0.0007977065,-0.3638216,0.22897324
1,18,2000-07-26 22:00:00,-0.2502017,1.5100206,-3.339033,-2.4960465,0.46429136,-0.46331993,-3.1297128,-8.705876,4.6613607,-0.7954787,0.5339029,-2.5764918,2.0092812,0.9068416,3.200084,-0.20140073,0.31045786,1.2429233,0.34042805,3.9875617,1.6353773,1.6716462,2.007106,-0.8983082,-0.50441664,5.9503517,3.916283,1.3987113,-1.0542157,-0.9902329,-0.3248589,-1.103476,-0.86374795,-0.5717958,-1.4595683,0.21428047,-0.33121258,2.7665741,0.24398705,1.7132291,-0.30058008,-2.2466183,-0.10992782,0.17444636,0.9703008,0.5791858,0.5161888,0.7461255,0.14691205,-0.32488889,0.046626464,1.1012887,0.8699962,-0.6527246,0.436869,3.8081038,6.445437,0.52659905,0.16828555,-4.701174,1.664651,-4.1319976,-0.6744435,0.7701996,-4.4926605,1.4448818,-2.9685712,-1.0345973,-3.0714319,0.97526443,1.5586993,-0.594486,-1.1869404,0.584603,1.2882117,-0.04523327,0.010377627,1.2536342,-0.9186561,0.5268619,-0.30205324,0.22357701,0.77542317,1.7259682,-0.85931796,-1.3546336,-0.14584085,-1.7123982,4.0755954,-2.5297134,-1.6940483,0.49477687,-0.025521975,5.4528337,-1.0676838,-0.8789508,1.3332722,0.9972955,1.7571155,-5.3085327,3.1442332
1,18,2000-07-26 23:00:00,-0.25485212,1.4929869,3.4333003,-0.78572834,0.9193152,1.8884052,0.97711134,1.2000135,-1.1758372,-0.016571853,1.1315222,-0.9950635,-8.230529,1.2112905,-0.95350564,-0.84025925,1.4765484,0.8120394,-0.516123,-2.4615939,-0.35692602,-3.4112167,1.2493072,-0.45457274,0.49675262,1.7459893,-1.2932894,0.47687286,1.2748201,-0.6279114,-1.7769147,1.4860591,-1.9572699,1.4892293,-0.52133536,0.8727902,-2.7501783,-1.0263855,0.2623372,1.3033032,0.5682053,0.90771013,-1.3355203,0.7943187,1.2009444,1.676012,-0.94422066,-0.21385075,1.9948817,-1.026368,-0.1550304,-3.6118982,-0.62677664,0.63281727,1.9527286,1.4760047,-0.3567451,-2.4038813,-0.15538885,-2.707238,-1.790895,0.882701,1.8683374,-0.6486609,-3.1170769,-0.7129218,0.68347865,2.2166965,-0.73540336,1.9733665,-0.5501751,-0.85091037,-1.4787452,0.46504772,2.1266074,1.0077856,-0.7139878,0.89276695,-1.1922082,-2.2112317,0.45299965,-0.053137623,0.5449262,0.24089362,-0.7680256,1.0352664,-0.21974277,1.7094998,-2.485601,-3.2594569,0.099843524,1.2433681,-0.60907006,-1.0774335,-1.811744,0.07962779,-0.694294,0.8259863,-1.3044511,0.49136934,-1.105172
